StartDate,EndDate,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,FreeResponse,FreqCheckSee,FreqCheckWrite,KnewAllWords,AbilityChange,Engaging,GameChange,Age,Gender,NativeLang,SecondLangYN,SecondLang,subjCode
4/11/18 11:45,4/11/18 11:49,239,TRUE,4/11/18 11:49,R_9LEqLX4XrVq3W3n,anonymous,EN,Elvish words were difficult to fully memorize because they are unfamiliar. I struggled to rememv=ber the upper two specifically.,there were several instances where the same direction would occur repeatedly.,"I felt like peka was the most common word, with mog rarely coming up.",Probably not,Yes,Boring,"It would have been better of the point system for the treasure hunt was more explained, if possible.",18,Male,Yes,No,,402
4/11/18 11:46,4/11/18 11:51,318,TRUE,4/11/18 11:51,R_3LjwYmND7I9QTVP,anonymous,EN,It wasn't as difficult as I had expected. Having the words being closely resembled to English words I think made it easier to remember them. ,I noticed that the direction words that I had a tendency to forget more came up more often.,"It varied, but I definitely think some specific words were typed more frequently than others. For me, I remember having vorg, skod, and clate a lot.",Definitely yes,Yes,Engaging,Maybe have typing in the directional words move an actual Elf character to locate the treasure yourself to make it even more engaging,19,Female,Yes,No,,401
4/18/18 11:45,4/18/18 11:46,69,TRUE,4/18/18 11:46,R_tWH7GJPwS6rqQ3T,anonymous,EN,It was difficult at first but eventually became second nature.,Saw more words on the left and right than top and bottom,nothing,Definitely yes,Yes,Somewhat engagin,,18,Male,Yes,No,,403
4/18/18 11:46,4/18/18 11:48,157,TRUE,4/18/18 11:48,R_3enrO55S4Ekn7gX,anonymous,EN,"It was confusing at first to learn the names of the directions because the word combinations were different than what I am used to. Once I practiced, I picked it up quickly.",I noticed I saw words that were similar after one another.,I typed words that had similar spellings after one another.,Definitely yes,Yes,Engaging,"Nothing, I thought the game was very well organized.",18,Female,Yes,No,,404
4/18/18 11:51,4/18/18 11:53,121,TRUE,4/18/18 11:53,R_3kccZq7zd3qeKLd,anonymous,EN,As i continued to do repetition I remembered every direction's names.,"Didn't notice much,",Didn't notice anything.,Definitely yes,Yes,Somewhat engagin,Nothing,21,Male,Yes,No,,406
4/18/18 11:51,4/18/18 11:54,162,TRUE,4/18/18 11:54,R_ykDolCjLhrVuDfz,anonymous,EN,"It was actually pretty difficult in the beginning, and also frustrating because one second i felt like i knew them perfectly, and then i would mess up again.","it seemed like gorm and vorg and clate were less often, while dak and veek and pim were very often",,Definitely yes,Yes,Neither boring nor engagin,not need as many points to finish,19,Male,Yes,No,,405
4/19/18 10:59,4/19/18 11:01,96,TRUE,4/19/18 11:01,R_yI2vJzTEsH91N1T,anonymous,EN,"I enjoyed learning about it. It was difficult cause there was many different kinds, but it was enjoyable and fun to learn.",They alternated with one another.,I messed up a lot.,Probably yes,Yes,Engaging,I overall liked it.,19,Other,Yes,Yes,Hmong,407
4/19/18 10:59,4/19/18 11:02,171,TRUE,4/19/18 11:02,R_3lFkAIc13xkKWlI,anonymous,EN,"It was pretty easy and straight forward, but at times it was difficult to match up the direction to the name because the arrow didn't seem to be in the same direction as they were originally shown.","names like minada, pim and veek seemed to be used the least over the course of the experiment",,Definitely yes,Yes,Somewhat engagin,"I thought it was pretty good, but make the names a little shorter because I simply misspelled a lot of them.",18,Male,Yes,No,,408
4/19/18 11:02,4/19/18 11:03,101,TRUE,4/19/18 11:03,R_9NP63J6oU800iJP,anonymous,EN,Different ,There were a group of 3-4 that appeared much more than others ,,Might or might not,Yes,Somewhat boring,,20,Male,Yes,No,,409
4/19/18 11:49,4/19/18 11:52,181,TRUE,4/19/18 11:52,R_PB2M9kLhL6Ce17X,anonymous,EN,"It felt like learning a new language on a clock, I tried memorizing the order around a clock to remember them the first time around.",I felt that similar words were opposite on the compass and it felt like the words on the left and right side towards the middle were used more often.,I felt like I typed the words I saw the most often.,Definitely yes,Yes,Engaging,"Sometimes during the practice it didn't seem random enough, I had a harder time learning certain words because they didn't show up as often in the practice.",19,Female,Yes,No,,410
4/30/18 11:48,4/30/18 11:50,131,TRUE,4/30/18 11:50,R_1cTfF3eRmmNdEDj,anonymous,EN,it was confusing to keep them all in order because the words were gibberish and the directions werent evenly spaced out,"i saw peka, dak, frabda and gorm the most",i forgot how to spell them ,Definitely yes,Yes,Boring,its just really boring,18,Female,Yes,No,,411
5/4/18 11:09,5/4/18 11:10,70,TRUE,5/4/18 11:10,R_3smq4m8zMTgKXFJ,anonymous,EN,"It was interesting to learn these words, the way I practiced learning the words was very helpful.",None,None,Definitely yes,Yes,Engaging,It was a fun game,19,Female,Yes,Yes,Hindi,413
5/4/18 11:09,5/4/18 11:12,165,TRUE,5/4/18 11:12,R_3PgE9oyeEB6okyD,anonymous,EN,I loved elves as a kid so I imagined being on a treasure hunt with my favorite elves,"somtimes there would be more in a row. yeen and veek seemed to appear often, frabda and peka less often",I didn't notice really anything besides the above answer,Definitely yes,Yes,Very engaging,"nothing! so fun! maybe some music or a woodland scenery, but overall I loved it",21,Female,Yes,No,"spanish, not fluently",412
5/4/18 11:13,5/4/18 11:15,138,TRUE,5/4/18 11:15,R_7V4egB7fyPrE39n,anonymous,EN,It was kind of hard at first but then came easy. ,I didn't really notice anything except maybe dak was used the most ,dak was used the most i felt like ,Definitely yes,Yes,Somewhat engagin,Made a lot of typos because hard to see the letters on my keyboard and I'm not a good typer ,20,Male,Yes,No,,414
5/4/18 11:50,5/4/18 11:52,104,TRUE,5/4/18 11:52,R_3qEUkKfqNg8KnIB,anonymous,EN,Confusing at first because they did not sound like English words.,I did not notice anything in particular,"I remember typing the word ""blit""",Definitely yes,Yes,Somewhat engagin,,19,Male,Yes,No,,415
5/4/18 11:51,5/4/18 11:55,272,TRUE,5/4/18 11:55,R_2Y5JLslu5FkgvoQ,anonymous,EN,"It was very easy. I tried learning them in pairs based on the directions they went in: northwest = skod and frabda, northeast = dak and blit, south = minada and grah. I didn't bother pairing veek and yeen though, and just left them as ""outliers"" in between the other pairs of directions.","No particular patterns, it just seemed to be random.",I was fastest at typing dak and grah and slowest when typing frabda (because I didn't want to make a typo).,Definitely yes,Yes,Somewhat engagin,Tell the player how many sets of hunts they will be going on. The game left myself wondering when it was going to end based on how much progress I made.,20,Male,Yes,No,,416
5/4/18 11:58,5/4/18 12:00,86,TRUE,5/4/18 12:00,R_stVcqazwaUtTHWh,anonymous,EN,Very annoying.,I saw a lot of minada.,I typed mog a lot.,Definitely yes,Yes,Very boring,less tries.,19,Male,Yes,No,,417
5/4/18 12:37,5/4/18 12:38,108,TRUE,5/4/18 12:38,R_3subm4z05hiRl3K,anonymous,EN,"It wasn't too hard, there was a lot of repetition so it helped ingrain them.",I feel like I saw more words on the sides of the compass rather than the top or bottom.,"Again, I felt like I was more on the side than the top and bottom.",Definitely yes,Yes,Somewhat engagin,,18,Male,Yes,No,,419
5/4/18 12:38,5/4/18 12:39,98,TRUE,5/4/18 12:39,R_2YFm8vGW4KFgbW1,anonymous,EN,At first it was a little bit difficult because the words were so strange and nothing like I have ever heard before. When I got more practice it was much easier to remember them.,I did not notice anything.,I thought it was all pretty equal.,Definitely yes,Yes,Somewhat engagin,less practice time,19,Female,Yes,No,,418
5/4/18 12:40,5/4/18 12:41,96,TRUE,5/4/18 12:41,R_6hv0seqmtmISh6p,anonymous,EN,Learning the Elvish words was hype. It was frustrating at start but easy at end.,It became really easy to know the words.,Typing the words helped a lot.,Definitely yes,Yes,Somewhat engagin,'=,19,Male,Yes,No,,420
5/4/18 12:46,5/4/18 12:47,86,TRUE,5/4/18 12:47,R_29moxr6EKmQesLn,anonymous,EN,"A little repetitive, not fun.",noobda was used most ,noobda typed most ,Probably yes,Yes,Very boring,"more exciting, include pictures of elves
",19,Male,Yes,No,,421
9/21/18 13:44,9/21/18 13:46,120,TRUE,9/21/18 13:46,R_XicDvAHsLHwfT6F,anonymous,EN,It took lots of repetition to finally memorize the words and it helped that some were similar to each other,"vorg, blit, and minada were said several times",no,Probably yes,Yes,Neither boring nor engagin,make it shorter with more visuals,18,Female,Yes,No,,422
9/21/18 14:28,9/21/18 14:34,329,TRUE,9/21/18 14:34,R_2yjXMFdCyBW2NjT,anonymous,EN,"At first, it was a little confusing and hard to remember the Elvish words. As time moved on, I slowly started to remember more and more of them, but at some points during the test I simply would just forget what the words were. Overall, I think I did a pretty good job at learning them.",I noticed that the game repeatedly showed certain words more than others.,I noticed that the game repeated many of the same words over and over again rather than alternating consistently between every word. Words like minada were barely used whereas noobda and grah were used a lot.,Definitely yes,Yes,Engaging,"I would make it so the compass showed whether we got the direction right/wrong immediately because I wanted to do my best at the game but at some points I was confused about the direction and then the question would be repeated so I may have put down the wrong answer twice. Also, if you double hit enter when submitting a question and then press the space key it would automatically skip the question and say that you didn't answer anything, which is why I probably had a few empty responses.",19,Male,Yes,No,,423
9/21/18 15:13,9/21/18 15:16,143,TRUE,9/21/18 15:16,R_2q1STnmdAOrkDq7,anonymous,EN,"It was kind of fun, like playing a game and learning the language of the game.",certain words would come up twice in a row when picking between the two directions you saw.,"I felt like I typed more of certain words than others (blit, vorg, minada)",Definitely yes,Yes,Engaging,"It was really long and drawn out, but I understand the purpose of why it was. Very well thought up. ",20,Female,Yes,No,,424
9/21/18 15:18,9/21/18 15:19,85,TRUE,9/21/18 15:19,R_1N9CQVBIb4cdYU6,anonymous,EN,"It was a little challenging, but there were key sounds to each to memorize.",Some were a lot more common than others.,I typed the easier ones more often than the complicated ones.,Probably yes,Yes,Engaging,,19,Female,Yes,No,,425
9/21/18 15:57,9/21/18 15:58,93,TRUE,9/21/18 15:58,R_1rqPucA6X4bN6k0,anonymous,EN,"at first, it was hard to even understand what was going on because it was to go fast, but in order to move on you had to know the words so it was difficult",that i learned the words and directions bc i had to,got easier but then got hard bc i was tired,Definitely yes,Yes,Somewhat engagin,not so long & add more noises,18,Female,Yes,No,,426
9/28/18 12:55,9/28/18 12:58,181,TRUE,9/28/18 12:58,R_3QPet8JxZ1usKdf,anonymous,EN,"It was hard at first, but as they popped up more and more, I got to know them better. The words didn't have any meaning to me so it was hard to remember even what they were. ","Some words appeared more than others, but it was pretty even overall. Sometimes words would appear several times in a row","It felt about the same as I saw the specific words, some I had to type more often than others, but not by a wide margin. ",Definitely yes,Yes,Somewhat engagin,It got very repetitive and I felt like sometimes my mind wandered off a bit and I had to snap back in. Overall it did keep me tuned in though.  ,18,Female,Yes,No,,257
9/28/18 12:56,9/28/18 12:59,175,TRUE,9/28/18 12:59,R_3R2DyQadE8RMHz7,anonymous,EN,it was slightly difficult because I noticed I was being tested only on certain words and not on all of them,I saw a series of 5 words over and over again and the other direction words weren't shown as often so I did not remember them,I was asked to type some words more than others and the more i typed them the better I remembered them and the faster my response became,Might or might not,Yes,Boring,it lasted a long time and eventually I got bored,18,Female,Yes,Yes,French,256participant2
9/28/18 12:56,9/28/18 13:01,299,TRUE,9/28/18 13:01,R_1rqsjEUjnTJJTnd,anonymous,EN,"The elvish words didn't stick in my mind well, so I had a hard time keeping track of them.  A few of them stayed with me, but some also didn't.  As I went on, things became jumbled in my mind, and I had the feeling I was doing worse as time went on.","I saw ""noobda"" and ""clate"" very well represented throughout the whole game.  Perhaps I noticed these occurrences more because these were words that I picked up easily.","I typed ""noobda"" a lot throughout the whole thing.  Some of the less frequently occurring ones didn't stick with me.",Definitely not,Yes,Somewhat boring,"More graphics, and a chance to return to the learning phase once in the ""real hunt.""  Once I reached the real hunt, it became apparent that I didn't really know all of the direction names, but by then, it was too late to do anything about this.",18,Male,Yes,No,,256
9/28/18 13:40,9/28/18 13:42,124,TRUE,9/28/18 13:42,R_2D7fOLx0ZLRlF5f,anonymous,EN,It was very difficult. Obviously the words do not sound like english words so it was hard to remember them. ,i didnt see words that much especially towards the end,i typed words a lot over the game ,Probably not,Yes,Somewhat engagin,"the length it was sorta long and by the end i was getting very drowsy. Also, there needs to be another round of practice knowing the words in between the testing and hunting. ",18,Female,Yes,No,,431
9/28/18 13:44,9/28/18 13:47,207,TRUE,9/28/18 13:47,R_1Ipb6JMx98AdQnM,anonymous,EN,"I found it harder to learn some of them than others, depending on their orientation on the compass. I tried to associate some of the words with other things, which made it easier to remember them. ",It was easier for me to remember the words that were at the top and bottom of the compass,"As the game progressed, i felt myself second guessing my choices and i think it took longer for me to type some of them ",Probably yes,Yes,Neither boring nor engagin,"I don't know if i would change anything, it was a bit frustrating but i don't think there is anything you could change about that. ",20,Female,Yes,No,,432
9/28/18 16:11,9/28/18 16:13,113,TRUE,9/28/18 16:13,R_1H6KtBKo1f2XBev,anonymous,EN,At first it was difficult because they were made up words. Also it was frustrating learning because it was so much repetition.,"dak, mog, and veek seemed to be the most common","dak, mog, and veek were the most common",Definitely yes,Yes,Somewhat engagin,Nothing,20,Male,Yes,No,,433
9/28/18 16:15,9/28/18 16:16,88,TRUE,9/28/18 16:16,R_2YmNj0c8ro7RAfd,anonymous,EN,It wasn'y very difficult although it was a tad frustrating,I associated them with an order and where they were,I would type some faster than others,Definitely yes,Yes,Somewhat engagin,It got quite tiring and visually unpleasing,18,Female,Yes,No,,434
9/28/18 16:12,9/28/18 16:17,270,TRUE,9/28/18 16:17,R_ZBL7EJaIuqvrfQR,anonymous,EN,It was frustrating at first but then got easier.,"I noticed that I saw some words, like mog and dak, more frequently than minada, gorm, and grah (which I believe I saw the least amount of times).",,Definitely yes,Yes,Very boring,,18,Female,Yes,No,,435
10/5/18 12:56,10/5/18 12:58,120,TRUE,10/5/18 12:58,R_1lsrzjwgFjrB8p0,anonymous,EN,it was very frustrating at first but after several practices I was able to learn most of them. ,I saw many repeats of the same elvish words in one trial to practice. ,For some trials I had to type the same word 4 out of 8 times,Probably yes,Yes,Boring,more time to practice the elvish words that correlate with the directions. ,18,Female,Yes,No,,438
10/5/18 12:56,10/5/18 12:58,160,TRUE,10/5/18 12:58,R_a9l6wBeIItN48Vz,anonymous,EN,"I tried to think about it like a clock. The words in the 12, 3, 6, and 9 positions were my reference points and I tried to learn those first. The two words, gled and gorm, were hardest for me to remember at first. ",I rarely saw gled and hoon. ,I typed noobda the most. ,Definitely yes,Yes,Somewhat engagin,"When I was pressing enter to submit a word and pressing space to start a new hunt, sometimes in the moment I mixed up the two keys and then I got the word wrong. ",18,Female,Yes,No,,437
10/5/18 13:01,10/5/18 13:02,86,TRUE,10/5/18 13:02,R_ylsHZm1D4pbay8F,anonymous,EN,Not so bad with repetition and practice.,"No, I thought they were all pretty even. ",No,Probably yes,Yes,Boring,,18,Female,Yes,No,,436
10/5/18 13:06,10/5/18 13:09,163,TRUE,10/5/18 13:09,R_24IuWArOtXgoCzO,anonymous,EN,It wasn't too hard to learn them because of the repetition. I found it to be interesting when the directions slightly changed midway through the game.,"some words were repeated more than others, especially ""clate"" :noobda"" and ""grah""",sometimes I mispelled them,Definitely yes,Yes,Somewhat engagin,less repetition because I found it to be annoying at times.,18,Male,Yes,Yes,Korean,439
10/5/18 13:47,10/5/18 13:48,63,TRUE,10/5/18 13:48,R_xoxVA3Ua5Q7iPJf,anonymous,EN,It was pretty difficult at first but then became easy,I started to see the same workds more often,I typed alot of the same words ,Definitely yes,Yes,Engaging,nothing,18,Female,Yes,No,,444
10/5/18 13:45,10/5/18 13:48,190,TRUE,10/5/18 13:48,R_tS427Wd594YGsSJ,anonymous,EN,It was easy to learn the words by practicing them a lot along with being able to match them to a compass.,I matched certain words to different areas of the compass.,"I typed certain words more than others. I typed sarp, yeen, and frabda the most while mog and pim the least.",Definitely yes,Yes,Somewhat engagin,It was boring having to learn the words for such a long time and not knowing when it would be done.,19,Female,Yes,No,,441
10/5/18 13:45,10/5/18 13:49,195,TRUE,10/5/18 13:49,R_24nQ1bUWZKs9Lbn,anonymous,EN,"After the second round of choosing between two options, learning the directions became really easy.","clate, grah and noobda were represented least.","gorm, hoon and gled were typed the most",Definitely yes,Yes,Engaging,"More incentive, I did not find out my share of the elves' treasure!",18,Male,Yes,Yes,"Gujurati, Hindi",440
10/5/18 13:49,10/5/18 13:50,80,TRUE,10/5/18 13:50,R_3nxfaBPdd7uC3Rj,anonymous,EN,they were confusing and the directions kept changing,saw words on the side more than top and bottom of circle,more words typed from sides ,Definitely yes,Yes,Somewhat engagin,i have no clue,18,Female,Yes,No,,443
10/5/18 13:48,10/5/18 13:53,277,TRUE,10/5/18 13:53,R_8BWagx3m4EHXspb,anonymous,EN,"It was hard at first because the words didn't mean anything in English but the repetitive practicing of the words made it easier by the end. Also, it was hard because i felt like the position of words such as pim on the compass was slightly different sometimes which threw everything else off for me.","I saw pim a lot as the first word on each round towards the beginning and i saw minada a lot throughout it all. Also, mog and grah would often be asked about right after each other.","I types minada, grah, and mob a lot. I think i typed minada more often towards the beginning.",Definitely yes,Yes,Somewhat engagin,"I would add more color, sounds, or graphics just to make it more engaging or interesting.",18,Female,Yes,No,,442
10/5/18 14:47,10/5/18 14:50,183,TRUE,10/5/18 14:50,R_1g7TMF8Sr5qubh8,anonymous,EN,"It was a very long process. It was hard at first, but it got easier with the more practice that I had. ","""Veek"" and ""Hoon"" seemed to show up the least to me, and ""Dak"" and ""frabda"" seemed to show up a lot.  ","It felt like I typed ""dak"" the most",Definitely yes,Yes,Somewhat engagin,"If possible, make it go a little faster or maybe do something different when you are receiving the coins like reach different levels or something. ",18 years old,Female,Yes,No,,445
10/5/18 14:48,10/5/18 14:50,121,TRUE,10/5/18 14:50,R_3NVyiB8zqTtI6sl,anonymous,EN,It was simply learning through repetition.,I thought I saw the words the same amount of times,I tended to type gorm and dak more quickly than the other words,Probably yes,Yes,Boring,Show a progress bar.,18,Male,Yes,No,,447
10/5/18 14:51,10/5/18 14:52,37,TRUE,10/5/18 14:52,R_afp6jFzJhlfFth7,anonymous,EN,,,,Definitely yes,Yes,Somewhat boring,,19,Female,Yes,No,,449
10/5/18 14:46,10/5/18 14:53,467,TRUE,10/5/18 14:53,R_7WhMFMgZtoaYOJP,anonymous,EN,"I found it interesting. The process of determining the coloration between each direction helped through practice. Also, the similarity of the direction made the distinguishing between them easy. For example, the dak and peka were very similar but opposite sides of the compass which helped with deciding what the arm was pointing at.","I saw the specific words in practice like the previous word I was tested on was an option in the next word choice practice question. Therefore, I would not pick that previous word for the new direction.","I noticed through the practice that the double words happened more with each stage in the learning. To explain, the third practice round resulted in more double works being tested back to back.",Definitely yes,Yes,Very engaging,No time in between the awards like keep the directions going no need to press space bar.,18,Male,Yes,No,,446
10/5/18 14:51,10/5/18 14:54,198,TRUE,10/5/18 14:54,R_3sA4dptjhSeEDO4,anonymous,EN,They were hard because they were really formed like most English words.,didn't see frabda and peka much during the practice,a ton,Definitely yes,Yes,Very boring,"Make it shorter, i got 8 out of 8 very quickly 3 times during the practice before i got to move. ",18,Female,Yes,No,,448
10/5/18 15:42,10/5/18 15:43,80,TRUE,10/5/18 15:43,R_UrtWV0SjsRY3UNr,anonymous,EN,"It was hard at first, then once i memorized them it got easier.",some words were more present than others,it got sloppier and worse as the game went on,Definitely yes,Yes,Somewhat engagin,not as long,18,Male,Yes,No,,452
10/5/18 15:44,10/5/18 15:46,113,TRUE,10/5/18 15:46,R_8cUg38ixKYq17tD,anonymous,EN,It was difficult at first associating the words with a direction but became way easier as time went on. ,I noticed that the words yeen pim and peka and skod came up most,I noticed some words I typed more than others,Definitely yes,No,Somewhat boring,I wouldn't make it so long and repetitive.,18,Male,Yes,No,,450
10/5/18 15:48,10/5/18 15:50,111,TRUE,10/5/18 15:50,R_1H8hMHRviSHLLL8,anonymous,EN,It was hard at first,no,nothing,Definitely yes,Yes,Somewhat boring,add more color,19,Male,Yes,No,,451
10/5/18 16:06,10/5/18 16:08,89,TRUE,10/5/18 16:08,R_1kNCMDQ2nyvGqXm,anonymous,EN,Frustrating at times,Top and bottom words I saw a lot,Some words more than others,Probably yes,Yes,Very boring,Long and boring,19,Male,Yes,No,,453
10/5/18 16:10,10/5/18 16:11,105,TRUE,10/5/18 16:11,R_QhWTfLufnBVWxTH,anonymous,EN,horrible. i would not do this experiment again even if i got 15 points,it was so boring and way too long for what it was making you do,no,Might or might not,No,Very boring,literally everything wow,18,Female,Yes,Yes,spanish,454
10/5/18 16:32,10/5/18 16:38,316,TRUE,10/5/18 16:38,R_uy5dAGucB0pR88F,anonymous,EN,"The words themselves were easy to remember, but the program only prompted certain ones, so in the beginning it was hard to learn them quickly. ","Frabda, gorm, and grah were the most frequent. ","It seems like frabda. gorm, and grah were also the ones I most frequently typed.",Definitely yes,Yes,Very boring,Shorten the time between each hunt. It felt like the message letting you know how many coins you won got longer as the game went on. Show a series of directions and have the subject try to remember them. ,20,Female,Yes,Yes,"Urdu, Punjabi, Spanish, Arabic",455
10/5/18 16:52,10/5/18 16:54,162,TRUE,10/5/18 16:54,R_1QsBVn6mqvIHAdG,anonymous,EN,It was really upsetting at times because I felt like I was going through this same thing over and over again.,The more words I saw more often were the ones I remembered. ,I typed the shorter ones more often.,Probably not,Yes,Boring,I would show the persons progress at the bottom of the screen because people always like to know how far they are from the end of a task. ,18,Female,Yes,No,,457
10/5/18 16:53,10/5/18 16:55,123,TRUE,10/5/18 16:55,R_2SuVmwXXGljcrOw,anonymous,EN,Easy after so much repetition.,"some words were shown more than others, so i learned them faster",the more i typed certain words the easier to was to remember the direction,Definitely yes,Yes,Very boring,"Make it more interesting with the ""game""",18,Male,Yes,No,,456